Date,IT Dep.,CostElement,Country,Forecast
08/01/2020,Productivity,Training,United Kingdom,472
09/01/2020,Productivity,Training,United Kingdom,472
10/01/2020,Productivity,Training,United Kingdom,472
11/01/2020,Productivity,Training,United Kingdom,472
12/01/2020,Productivity,Training,United Kingdom,472
01/01/2020,Productivity,Training,USA,560
02/01/2020,Productivity,Training,USA,560
04/01/2020,Productivity,Training,USA,560
06/01/2020,Productivity,Training,USA,"1,355"
01/01/2020,Productivity,Travel,Austria,37
07/01/2020,Productivity,Travel,Austria,126
08/01/2020,Productivity,Travel,Austria,126
09/01/2020,Productivity,Travel,Austria,126
10/01/2020,Productivity,Travel,Austria,126
11/01/2020,Productivity,Travel,Austria,126
12/01/2020,Productivity,Travel,Austria,126
02/01/2020,Productivity,Travel,Belgium,17
03/01/2020,Productivity,Travel,Belgium,228
04/01/2020,Productivity,Travel,Belgium,17
05/01/2020,Productivity,Travel,Belgium,18
06/01/2020,Productivity,Travel,Belgium,42
07/01/2020,Productivity,Travel,Belgium,264
08/01/2020,Productivity,Travel,Belgium,264
09/01/2020,Productivity,Travel,Belgium,264
10/01/2020,Productivity,Travel,Belgium,264
11/01/2020,Productivity,Travel,Belgium,264
12/01/2020,Productivity,Travel,Belgium,264
01/01/2020,Productivity,Travel,France,314
02/01/2020,Productivity,Travel,France,"1,108"
04/01/2020,Productivity,Travel,France,-11
05/01/2020,Productivity,Travel,France,31
07/01/2020,Productivity,Travel,France,735
08/01/2020,Productivity,Travel,France,735
09/01/2020,Productivity,Travel,France,735
10/01/2020,Productivity,Travel,France,735
11/01/2020,Productivity,Travel,France,735
12/01/2020,Productivity,Travel,France,735
01/01/2020,Productivity,Travel,Germany,180
07/01/2020,Productivity,Travel,Germany,400
08/01/2020,Productivity,Travel,Germany,400
09/01/2020,Productivity,Travel,Germany,400
10/01/2020,Productivity,Travel,Germany,400
11/01/2020,Productivity,Travel,Germany,400
12/01/2020,Productivity,Travel,Germany,400
07/01/2020,Productivity,Travel,Ireland,426
08/01/2020,Productivity,Travel,Ireland,426
09/01/2020,Productivity,Travel,Ireland,426
10/01/2020,Productivity,Travel,Ireland,426
11/01/2020,Productivity,Travel,Ireland,426
12/01/2020,Productivity,Travel,Ireland,426
01/01/2020,Productivity,Travel,Italy,529
02/01/2020,Productivity,Travel,Italy,"2,316"
03/01/2020,Productivity,Travel,Italy,565
04/01/2020,Productivity,Travel,Italy,315
05/01/2020,Productivity,Travel,Italy,262
06/01/2020,Productivity,Travel,Italy,"3,602"
07/01/2020,Productivity,Travel,Italy,944
08/01/2020,Productivity,Travel,Italy,944
09/01/2020,Productivity,Travel,Italy,944
10/01/2020,Productivity,Travel,Italy,944
11/01/2020,Productivity,Travel,Italy,944
12/01/2020,Productivity,Travel,Italy,944
03/01/2020,Productivity,Travel,Netherlands,237
07/01/2020,Productivity,Travel,Netherlands,203
08/01/2020,Productivity,Travel,Netherlands,203
09/01/2020,Productivity,Travel,Netherlands,203
10/01/2020,Productivity,Travel,Netherlands,203
11/01/2020,Productivity,Travel,Netherlands,203
12/01/2020,Productivity,Travel,Netherlands,203
01/01/2020,Productivity,Travel,Spain,15
04/01/2020,Productivity,Travel,Spain,44
02/01/2020,Productivity,Travel,Switzerland,81
05/01/2020,Productivity,Travel,Switzerland,481
06/01/2020,Productivity,Travel,Switzerland,589
07/01/2020,Productivity,Travel,Switzerland,"3,865"
08/01/2020,Productivity,Travel,Switzerland,"3,865"
09/01/2020,Productivity,Travel,Switzerland,"3,865"
10/01/2020,Productivity,Travel,Switzerland,"3,865"
11/01/2020,Productivity,Travel,Switzerland,"3,865"
12/01/2020,Productivity,Travel,Switzerland,"3,865"
01/01/2020,Productivity,Travel,United Kingdom,278
02/01/2020,Productivity,Travel,United Kingdom,713
03/01/2020,Productivity,Travel,United Kingdom,"1,227"
04/01/2020,Productivity,Travel,United Kingdom,"2,401"
05/01/2020,Productivity,Travel,United Kingdom,681
06/01/2020,Productivity,Travel,United Kingdom,"2,359"
07/01/2020,Productivity,Travel,United Kingdom,"2,136"
08/01/2020,Productivity,Travel,United Kingdom,"2,136"
09/01/2020,Productivity,Travel,United Kingdom,"2,136"
10/01/2020,Productivity,Travel,United Kingdom,"2,136"
11/01/2020,Productivity,Travel,United Kingdom,"2,136"
12/01/2020,Productivity,Travel,United Kingdom,"2,136"
02/01/2020,Productivity,Travel,USA,521
03/01/2020,Productivity,Travel,USA,"4,843"
04/01/2020,Productivity,Travel,USA,657
05/01/2020,Productivity,Travel,USA,766
06/01/2020,Productivity,Travel,USA,336
09/01/2020,Productivity,Travel,USA,53
12/01/2020,Productivity,Travel,USA,369
01/01/2020,Productivity,Vehicles,Belgium,390
02/01/2020,Productivity,Vehicles,Belgium,941
03/01/2020,Productivity,Vehicles,Belgium,347
04/01/2020,Productivity,Vehicles,Belgium,355
05/01/2020,Productivity,Vehicles,Belgium,780
06/01/2020,Productivity,Vehicles,Belgium,679
07/01/2020,Productivity,Vehicles,France,101
08/01/2020,Productivity,Vehicles,France,101
09/01/2020,Productivity,Vehicles,France,101
10/01/2020,Productivity,Vehicles,France,101
11/01/2020,Productivity,Vehicles,France,101
12/01/2020,Productivity,Vehicles,France,101
01/01/2020,Productivity,Vehicles,Spain,74
02/01/2020,Productivity,Vehicles,Spain,76
03/01/2020,Productivity,Vehicles,Spain,76
05/01/2020,Productivity,Vehicles,Spain,82
06/01/2020,Productivity,Vehicles,Spain,79
01/01/2020,Productivity,Vehicles,United Kingdom,273
02/01/2020,Productivity,Vehicles,United Kingdom,330
03/01/2020,Productivity,Vehicles,United Kingdom,272
04/01/2020,Productivity,Vehicles,United Kingdom,468
05/01/2020,Productivity,Vehicles,United Kingdom,467
06/01/2020,Productivity,Vehicles,United Kingdom,824
07/01/2020,Productivity,Vehicles,United Kingdom,63
08/01/2020,Productivity,Vehicles,United Kingdom,63
09/01/2020,Productivity,Vehicles,United Kingdom,63
10/01/2020,Productivity,Vehicles,United Kingdom,63
11/01/2020,Productivity,Vehicles,United Kingdom,63
12/01/2020,Productivity,Vehicles,United Kingdom,63
01/01/2020,Productivity,Vehicles,USA,4
02/01/2020,Productivity,Vehicles,USA,4
03/01/2020,Productivity,Vehicles,USA,14
04/01/2020,Productivity,Vehicles,USA,4
05/01/2020,Productivity,Vehicles,USA,4
01/01/2020,Quality & Compliance,Employee Performance,USA,10
03/01/2020,Quality & Compliance,Employee Performance,USA,86
04/01/2020,Quality & Compliance,Employee Performance,USA,16
05/01/2020,Quality & Compliance,Employee Performance,USA,27
06/01/2020,Quality & Compliance,Employee Performance,USA,1
07/01/2020,Quality & Compliance,Employee Performance,USA,328
08/01/2020,Quality & Compliance,Employee Performance,USA,328
09/01/2020,Quality & Compliance,Employee Performance,USA,328
10/01/2020,Quality & Compliance,Employee Performance,USA,328
11/01/2020,Quality & Compliance,Employee Performance,USA,328
12/01/2020,Quality & Compliance,Employee Performance,USA,328
01/01/2020,Quality & Compliance,External Labor,USA,"1,792"
02/01/2020,Quality & Compliance,External Labor,USA,"101,825"
03/01/2020,Quality & Compliance,External Labor,USA,"196,805"
04/01/2020,Quality & Compliance,External Labor,USA,"14,132"
05/01/2020,Quality & Compliance,External Labor,USA,"102,220"
06/01/2020,Quality & Compliance,External Labor,USA,"134,741"
07/01/2020,Quality & Compliance,External Labor,USA,"125,206"
08/01/2020,Quality & Compliance,External Labor,USA,"124,456"
09/01/2020,Quality & Compliance,External Labor,USA,"124,456"
10/01/2020,Quality & Compliance,External Labor,USA,"118,506"
11/01/2020,Quality & Compliance,External Labor,USA,"118,506"
12/01/2020,Quality & Compliance,External Labor,USA,"118,508"
01/01/2020,Quality & Compliance,Hardware,USA,56
03/01/2020,Quality & Compliance,Hardware,USA,943
04/01/2020,Quality & Compliance,Hardware,USA,169
05/01/2020,Quality & Compliance,Hardware,USA,656
07/01/2020,Quality & Compliance,Hardware,USA,125
08/01/2020,Quality & Compliance,Hardware,USA,125
09/01/2020,Quality & Compliance,Hardware,USA,125
10/01/2020,Quality & Compliance,Hardware,USA,125
11/01/2020,Quality & Compliance,Hardware,USA,125
12/01/2020,Quality & Compliance,Hardware,USA,125
02/01/2020,Quality & Compliance,Hardware Maintenance,USA,11
07/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
08/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
09/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
10/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
11/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
12/01/2020,Quality & Compliance,Hardware Maintenance,USA,125
01/01/2020,Quality & Compliance,Internal Labor,USA,"125,063"
02/01/2020,Quality & Compliance,Internal Labor,USA,"121,760"
03/01/2020,Quality & Compliance,Internal Labor,USA,"129,281"
04/01/2020,Quality & Compliance,Internal Labor,USA,"124,830"
05/01/2020,Quality & Compliance,Internal Labor,USA,"119,901"
06/01/2020,Quality & Compliance,Internal Labor,USA,"120,208"
07/01/2020,Quality & Compliance,Internal Labor,USA,"125,025"
08/01/2020,Quality & Compliance,Internal Labor,USA,"125,025"
09/01/2020,Quality & Compliance,Internal Labor,USA,"125,025"
10/01/2020,Quality & Compliance,Internal Labor,USA,"128,882"
11/01/2020,Quality & Compliance,Internal Labor,USA,"127,887"
12/01/2020,Quality & Compliance,Internal Labor,USA,"127,377"
01/01/2020,Quality & Compliance,Other,USA,15
02/01/2020,Quality & Compliance,Other,USA,194
03/01/2020,Quality & Compliance,Other,USA,211
04/01/2020,Quality & Compliance,Other,USA,41
05/01/2020,Quality & Compliance,Other,USA,28
06/01/2020,Quality & Compliance,Other,USA,47
07/01/2020,Quality & Compliance,Other,USA,82
08/01/2020,Quality & Compliance,Other,USA,82
09/01/2020,Quality & Compliance,Other,USA,162
10/01/2020,Quality & Compliance,Other,USA,82
11/01/2020,Quality & Compliance,Other,USA,82
12/01/2020,Quality & Compliance,Other,USA,162
07/01/2020,Quality & Compliance,Recognition,USA,88
08/01/2020,Quality & Compliance,Recognition,USA,88
09/01/2020,Quality & Compliance,Recognition,USA,88
10/01/2020,Quality & Compliance,Recognition,USA,88
11/01/2020,Quality & Compliance,Recognition,USA,88
12/01/2020,Quality & Compliance,Recognition,USA,88
03/01/2020,Quality & Compliance,Software,USA,113
05/01/2020,Quality & Compliance,Software,USA,43
06/01/2020,Quality & Compliance,Software,USA,20
07/01/2020,Quality & Compliance,Software,USA,175
08/01/2020,Quality & Compliance,Software,USA,175
09/01/2020,Quality & Compliance,Software,USA,175
10/01/2020,Quality & Compliance,Software,USA,175
11/01/2020,Quality & Compliance,Software,USA,175
12/01/2020,Quality & Compliance,Software,USA,175
04/01/2020,Quality & Compliance,Software Maintenance,USA,"2,425"
06/01/2020,Quality & Compliance,Software Maintenance,USA,"-2,425"
07/01/2020,Quality & Compliance,Software Maintenance,USA,40
08/01/2020,Quality & Compliance,Software Maintenance,USA,40
09/01/2020,Quality & Compliance,Software Maintenance,USA,40
10/01/2020,Quality & Compliance,Software Maintenance,USA,40
11/01/2020,Quality & Compliance,Software Maintenance,USA,40
12/01/2020,Quality & Compliance,Software Maintenance,USA,40
01/01/2020,Quality & Compliance,Supplies,USA,172
02/01/2020,Quality & Compliance,Supplies,USA,33
03/01/2020,Quality & Compliance,Supplies,USA,74
04/01/2020,Quality & Compliance,Supplies,USA,689
05/01/2020,Quality & Compliance,Supplies,USA,54
06/01/2020,Quality & Compliance,Supplies,USA,219
07/01/2020,Quality & Compliance,Supplies,USA,525
08/01/2020,Quality & Compliance,Supplies,USA,525
09/01/2020,Quality & Compliance,Supplies,USA,525
10/01/2020,Quality & Compliance,Supplies,USA,525
11/01/2020,Quality & Compliance,Supplies,USA,525
12/01/2020,Quality & Compliance,Supplies,USA,525
01/01/2020,Quality & Compliance,Taxes,USA,6
02/01/2020,Quality & Compliance,Taxes,USA,5
03/01/2020,Quality & Compliance,Taxes,USA,5
04/01/2020,Quality & Compliance,Taxes,USA,5
05/01/2020,Quality & Compliance,Taxes,USA,5
06/01/2020,Quality & Compliance,Taxes,USA,5
07/01/2020,Quality & Compliance,Taxes,USA,5
08/01/2020,Quality & Compliance,Taxes,USA,5
09/01/2020,Quality & Compliance,Taxes,USA,5
10/01/2020,Quality & Compliance,Taxes,USA,5
11/01/2020,Quality & Compliance,Taxes,USA,5
12/01/2020,Quality & Compliance,Taxes,USA,5
02/01/2020,Quality & Compliance,Telecomm,USA,801
03/01/2020,Quality & Compliance,Telecomm,USA,795
04/01/2020,Quality & Compliance,Telecomm,USA,285
06/01/2020,Quality & Compliance,Telecomm,USA,868
07/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
08/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
09/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
10/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
11/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
12/01/2020,Quality & Compliance,Telecomm,USA,"2,623"
02/01/2020,Quality & Compliance,Training,USA,254
03/01/2020,Quality & Compliance,Training,USA,310
04/01/2020,Quality & Compliance,Training,USA,465
06/01/2020,Quality & Compliance,Training,USA,"2,920"
07/01/2020,Quality & Compliance,Training,USA,"1,171"
08/01/2020,Quality & Compliance,Training,USA,"1,171"
09/01/2020,Quality & Compliance,Training,USA,"1,171"
10/01/2020,Quality & Compliance,Training,USA,"1,171"
11/01/2020,Quality & Compliance,Training,USA,"1,171"
12/01/2020,Quality & Compliance,Training,USA,"1,171"
01/01/2020,Quality & Compliance,Travel,USA,260
02/01/2020,Quality & Compliance,Travel,USA,646
03/01/2020,Quality & Compliance,Travel,USA,"1,792"
04/01/2020,Quality & Compliance,Travel,USA,189
05/01/2020,Quality & Compliance,Travel,USA,477
06/01/2020,Quality & Compliance,Travel,USA,"3,826"
07/01/2020,Quality & Compliance,Travel,USA,933
08/01/2020,Quality & Compliance,Travel,USA,"3,033"
09/01/2020,Quality & Compliance,Travel,USA,"3,033"
10/01/2020,Quality & Compliance,Travel,USA,933
11/01/2020,Quality & Compliance,Travel,USA,"3,033"
12/01/2020,Quality & Compliance,Travel,USA,933
07/01/2020,R&D,Administrative,USA,"-150,000"
